student_id,age,gender,class_completed,state,city,school_type,socio_economic_status,internet_access,device_access,parental_education,extracurricular,quantitative_score,logical_score,verbal_score,creative_score,technical_score,suggested_stream,aggregate_percentage,top_recommended_course_1,top_recommended_course_2,recommended_career_1,recommended_career_2,prefers_government_college,simulated_govt_college_cutoff,scholarship_eligibility,dropout_risk_score,latitude,longitude,admission_year_predicted,admission_status_current,notifications_sent,seed_generated_on,assigned_college_id
STU202510162,19,Female,10,Tamil Nadu,CityE,Central (KVS/JNV),Low,No,Smartphone,Graduate,Internship,69.5,52.7,71.4,87.0,58.5,Science (PCM),77.0,B.Sc (Physics),B.Sc (Mathematics),Data Scientist,Engineer,No,57.1,Need-based,51,21.024359,76.041943,,Accepted,2,2025-10-07 20:53:56,COLL0825
STU202510163,20,Female,10,Punjab,CityG,Private,Low,Yes,Smartphone,Primary,Arts,63.4,58.1,80.9,83.9,59.6,Commerce,50.7,B.Com,CA Foundation,Entrepreneur,Banker,Yes,48.4,No,48,23.389381,78.789749,,Not Applied,7,2025-10-07 20:53:56,COLL0115
STU202510164,18,Female,12,West Bengal,CityB,Private,Lower-Middle,Yes,Smartphone,Primary,Sports,71.1,73.9,26.9,24.4,44.4,Science (PCM),57.2,B.Tech/BE - Engineering,B.Sc (Physics),Researcher,Architect,Yes,60.6,No,50,20.673319,75.322058,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0040
STU202510165,15,Female,10,Maharashtra,CityB,Government,Middle,Intermittent,Smartphone,Graduate,Internship,36.1,30.9,47.7,52.3,45.0,Commerce,81.8,BMS,B.Com (Hons),Accountant,Banker,No,70.0,No,51,19.827224,75.38864,,Not Applied,2,2025-10-07 20:53:56,COLL0549
STU202510166,18,Female,10,West Bengal,CityG,Private,Upper-Middle,No,Computer,No formal education,Arts,58.3,71.0,90.8,99.6,42.9,Commerce,75.6,B.Com (Hons),B.Com,Business Analyst,Banker,No,61.4,Need-based,55,20.481564,75.76119,,Not Applied,12,2025-10-07 20:53:56,COLL0829
STU202510167,19,Male,10,Karnataka,CityE,Government,Lower-Middle,Yes,Smartphone,Graduate,Internship,50.0,69.1,67.0,67.4,65.6,Humanities,42.5,BA (Sociology),BJMC - Journalism,Civil Services,Social Worker,Yes,57.4,No,83,20.79817,76.808785,,Not Applied,4,2025-10-07 20:53:56,COLL0284
STU202510168,20,Male,12,Kerala,CityE,Private,Lower-Middle,Yes,None,Secondary,Debate,52.5,67.4,42.8,54.7,80.9,Science (PCM),61.8,B.Arch,B.Tech/BE - Engineering,Researcher,Engineer,No,53.9,Need-based,47,22.964886,78.299548,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0877
STU202510169,18,Male,12,Rajasthan,CityI,Government,Low,Yes,Smartphone,Secondary,None,71.1,65.2,66.4,61.3,36.7,Science (PCM),58.3,B.Sc (Physics),B.Arch,Engineer,Researcher,No,61.9,No,39,21.284391,76.753116,2025.0,Applied,2,2025-10-07 20:53:56,COLL0814
STU202510170,17,Female,12,Assam,CityG,Private,Upper-Middle,Yes,Smartphone,Postgraduate,Debate,54.8,60.8,73.6,77.9,6.4,Commerce,89.4,BMS,BBA,Accountant,Business Analyst,Yes,65.4,Merit-based,50,22.569305,78.760046,2025.0,Accepted,10,2025-10-07 20:53:56,COLL0775
STU202510171,16,Female,12,Bihar,CityE,Private,Lower-Middle,Intermittent,None,No formal education,Arts,67.1,50.1,72.2,93.9,65.2,Science (PCM),94.3,B.Arch,B.Sc (Mathematics),Architect,Researcher,Yes,78.9,Merit-based,71,20.225093,75.327395,2025.0,Accepted,1,2025-10-07 20:53:56,COLL0286
STU202510172,15,Female,10,Chhattisgarh,CityD,Private,High,No,None,Primary,Volunteering,78.4,79.7,85.7,81.8,21.3,Science (PCM),58.7,B.Tech/BE - Engineering,B.Sc (Mathematics),Data Scientist,Researcher,No,55.2,No,75,23.746443,79.168543,,Accepted,0,2025-10-07 20:53:56,COLL0596
STU202510173,17,Male,10,Andhra Pradesh,CityD,Private,Upper-Middle,Yes,Shared Phone/Tablet,Secondary,Internship,27.0,24.3,51.1,46.7,51.8,Humanities,53.3,BJMC - Journalism,BA (Sociology),Journalist,Teacher,Yes,64.6,No,56,22.058107,77.505812,,Waitlisted,7,2025-10-07 20:53:56,COLL0849
STU202510174,17,Male,10,West Bengal,CityJ,Government,High,No,Smartphone,Secondary,Sports,45.3,50.8,57.0,45.7,31.5,Mixed,55.8,Integrated programs,Foundation Courses,Administrative Staff,Junior Technician,No,53.8,No,76,20.444433,75.74847,,Not Applied,8,2025-10-07 20:53:56,COLL0286
STU202510175,17,Male,10,Telangana,CityH,Government,Low,Yes,Smartphone,Graduate,Sports,33.3,18.6,44.6,35.2,68.2,Vocational,71.4,ITI - Electrician,Diploma (Hospitality),Retail Supervisor,Hospitality Manager,Yes,60.1,Need-based,47,22.236261,78.273752,,Applied,5,2025-10-07 20:53:56,COLL0590
STU202510176,15,Male,10,Punjab,CityE,Private,Low,Yes,Smartphone,Graduate,None,60.7,69.7,39.5,33.5,61.6,Science (PCM),92.9,B.Tech/BE - Engineering,Integrated M.Sc,Researcher,Architect,No,79.6,Merit-based,59,22.811215,78.990581,,Not Applied,3,2025-10-07 20:53:56,COLL0637
STU202510177,15,Male,10,Karnataka,CityC,Government,Middle,Yes,Smartphone,Primary,Debate,75.8,85.1,59.5,63.6,91.2,Science (PCM),80.2,B.Sc (Mathematics),B.Sc (Physics),Researcher,Engineer,Yes,75.8,Need-based,56,21.007513,76.689931,,Applied,0,2025-10-07 20:53:56,COLL0316
STU202510178,19,Female,12,Karnataka,CityF,Government,Lower-Middle,Yes,Smartphone,Graduate,None,73.0,63.5,6.4,13.1,47.9,Commerce,72.8,BBA,CA Foundation,Business Analyst,Accountant,No,64.2,Need-based,48,21.533681,76.913254,2025.0,Applied,9,2025-10-07 20:53:56,COLL0185
STU202510179,17,Male,10,Andhra Pradesh,CityE,Private,Low,Yes,Smartphone,Graduate,Debate,41.8,44.8,59.2,67.3,77.2,Science (PCM),62.5,Integrated M.Sc,B.Sc (Physics),Data Scientist,Researcher,No,61.6,Need-based,45,22.060289,77.559722,,Not Applied,6,2025-10-07 20:53:56,COLL0501
STU202510180,16,Male,10,Karnataka,CityC,Government,Lower-Middle,Yes,Smartphone,Primary,Internship,47.8,35.3,54.1,27.8,69.7,Humanities,84.4,B.A. (Psychology),BA (Political Science),Social Worker,Teacher,No,74.8,Need-based,55,21.370009,76.687833,,Accepted,6,2025-10-07 20:53:56,COLL0804
STU202510181,20,Male,12,Bihar,CityC,Private,Low,No,Smartphone,Primary,None,76.6,60.1,51.6,51.0,13.2,Science (PCM),81.5,B.Sc (Physics),B.Sc (Mathematics),Researcher,Engineer,No,54.7,Need-based,58,20.389,75.930436,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0366
STU202510182,18,Female,12,Jammu & Kashmir,CityD,Government,Upper-Middle,Yes,None,Postgraduate,Debate,25.3,26.7,58.8,79.0,57.8,Commerce,60.2,BBA,CA Foundation,Entrepreneur,Business Analyst,No,66.4,No,65,23.859566,79.775842,2025.0,Not Applied,10,2025-10-07 20:53:56,COLL0285
STU202510183,16,Female,12,Tamil Nadu,CityJ,Private,Middle,Yes,None,Secondary,Volunteering,14.1,6.1,54.4,60.4,14.3,Vocational,82.6,ITI - Electrician,Diploma (Hospitality),Retail Supervisor,Technician,Yes,38.1,No,67,20.329259,75.835232,2025.0,Accepted,8,2025-10-07 20:53:56,COLL0555
STU202510184,17,Female,12,Maharashtra,CityA,Private,High,No,Shared Phone/Tablet,Secondary,Arts,75.3,68.6,78.5,55.5,88.4,Science (PCM),63.9,Integrated M.Sc,B.Arch,Data Scientist,Architect,Yes,77.0,No,65,20.479801,75.291379,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0450
STU202510185,18,Female,10,Delhi,CityG,Government,Upper-Middle,Yes,Shared Phone/Tablet,Graduate,Volunteering,74.2,63.0,47.0,63.4,55.3,Science (PCM),83.0,B.Sc (Physics),Integrated M.Sc,Engineer,Data Scientist,No,70.8,No,62,23.73951,78.876857,,Not Applied,1,2025-10-07 20:53:56,COLL0087
STU202510186,19,Female,10,Gujarat,CityI,Private (Aided),Lower-Middle,Yes,Smartphone,Graduate,Arts,50.4,36.7,64.2,54.1,22.2,Commerce,50.6,B.Com (Hons),B.Com,Entrepreneur,Business Analyst,No,49.5,No,53,21.333761,77.144265,,Accepted,0,2025-10-07 20:53:56,COLL0387
STU202510187,20,Female,12,Delhi,CityD,Government,Low,No,Smartphone,Secondary,Arts,45.0,54.9,46.0,45.7,70.1,Vocational,56.8,Diploma (Automobile),ITI - Electrician,Retail Supervisor,Technician,No,51.9,No,64,23.955442,79.949508,2025.0,Applied,10,2025-10-07 20:53:56,COLL0122
STU202510188,19,Male,10,Assam,CityB,Private,Low,Yes,Smartphone,Primary,Sports,100.0,100.0,54.5,45.7,42.4,Science (PCM),52.5,B.Sc (Physics),B.Arch,Engineer,Data Scientist,Yes,51.2,No,62,22.862253,78.688992,,Applied,3,2025-10-07 20:53:56,COLL0772
STU202510189,15,Female,10,Andhra Pradesh,CityA,Private (Aided),Middle,Yes,Smartphone,Primary,Debate,89.6,76.3,78.6,66.0,37.5,Science (PCM),63.0,B.Arch,Integrated M.Sc,Data Scientist,Engineer,No,58.9,No,56,21.720765,77.788253,,Accepted,5,2025-10-07 20:53:56,COLL0200
STU202510190,20,Male,12,Punjab,CityB,Private (Aided),Low,No,None,Postgraduate,Arts,65.8,75.6,39.4,22.0,0.0,Science (PCM),54.4,B.Sc (Physics),B.Sc (Mathematics),Researcher,Architect,No,70.5,No,61,22.890774,79.06057,2025.0,Accepted,3,2025-10-07 20:53:56,COLL0828
STU202510191,16,Male,12,Jammu & Kashmir,CityI,Private,Middle,No,Computer,Graduate,Debate,62.0,63.3,30.0,37.9,26.4,Science (PCM),72.4,Integrated M.Sc,B.Sc (Physics),Data Scientist,Architect,Yes,77.4,No,63,24.088914,80.03166,2025.0,Accepted,12,2025-10-07 20:53:56,COLL0318
STU202510192,16,Male,10,Odisha,CityI,Government,Middle,Yes,Smartphone,No formal education,Volunteering,58.8,54.6,67.0,62.1,45.8,Commerce,80.2,BBA,BMS,Accountant,Business Analyst,Yes,65.4,Need-based,64,22.111498,77.496661,,Not Applied,7,2025-10-07 20:53:56,COLL0581
STU202510193,18,Female,12,Delhi,CityJ,Private,Upper-Middle,Yes,None,Graduate,None,16.6,6.9,44.6,30.0,54.9,Science (PCM),44.9,B.Arch,B.Sc (Mathematics),Researcher,Architect,Yes,46.0,No,83,23.47179,79.681463,2025.0,Applied,0,2025-10-07 20:53:56,COLL0339
STU202510194,20,Male,10,Uttar Pradesh,CityJ,Government,Low,Yes,Smartphone,Primary,Volunteering,63.3,62.0,41.6,50.2,48.5,Science (PCM),69.9,B.Tech/BE - Engineering,B.Sc (Mathematics),Data Scientist,Engineer,No,80.9,Need-based,62,19.561578,74.78775,,Not Applied,8,2025-10-07 20:53:56,COLL0523
STU202510195,17,Male,10,Telangana,CityI,Private,Middle,No,Smartphone,Secondary,Arts,83.3,85.3,41.5,34.7,73.8,Science (PCM),70.0,B.Sc (Physics),Integrated M.Sc,Researcher,Engineer,No,60.5,No,51,22.320067,78.265513,,Waitlisted,10,2025-10-07 20:53:56,COLL0751
STU202510196,16,Male,10,Delhi,CityE,Private,Middle,Yes,Smartphone,Graduate,Volunteering,53.6,54.1,69.3,80.0,0.0,Commerce,58.9,CA Foundation,BBA,Entrepreneur,Banker,No,56.3,No,52,23.88476,79.755593,,Not Applied,9,2025-10-07 20:53:56,COLL0007
STU202510197,15,Female,10,Haryana,CityA,Private,Low,Yes,Smartphone,Primary,Debate,53.6,50.4,67.1,49.4,61.3,Commerce,75.7,B.Com (Hons),BBA,Entrepreneur,Accountant,Yes,75.8,Need-based,36,22.822778,78.784589,,Not Applied,12,2025-10-07 20:53:56,COLL0367
STU202510198,20,Female,10,Punjab,CityG,Private,Low,Yes,Smartphone,No formal education,Arts,59.5,60.0,48.4,28.0,49.2,Commerce,80.8,CA Foundation,B.Com (Hons),Accountant,Banker,Yes,69.0,Need-based,43,23.443932,78.306666,,Not Applied,4,2025-10-07 20:53:56,COLL0115
STU202510199,16,Male,10,Maharashtra,CityA,Private,Middle,Yes,Smartphone,Secondary,Volunteering,78.1,75.0,70.8,66.0,73.7,Science (PCM),68.6,Integrated M.Sc,B.Arch,Engineer,Architect,No,67.8,No,49,20.012771,75.170618,,Applied,10,2025-10-07 20:53:56,COLL0706
STU202510200,17,Male,12,Gujarat,CityE,Private,Low,Yes,Shared Phone/Tablet,Primary,Internship,55.5,63.2,39.3,38.7,72.5,Science (PCB),35.2,B.Sc (Microbiology),MBBS/MBBS (NEET track),Pharmacist,Biotechnologist,Yes,49.5,No,71,21.897851,77.550657,,Applied,2,2025-10-07 20:53:56,COLL0053
STU202510201,16,Female,12,Madhya Pradesh,CityH,Private,Lower-Middle,Yes,Smartphone,No formal education,Coding Club,75.8,69.2,53.3,40.0,73.0,Science (PCM),48.9,B.Sc (Mathematics),B.Sc (Physics),Researcher,Data Scientist,No,48.7,No,86,21.141026,75.795456,2025.0,Applied,8,2025-10-07 20:53:56,COLL0110
STU202510202,20,Male,12,Assam,CityF,Central (KVS/JNV),Middle,No,Smartphone,Secondary,Sports,66.1,83.9,64.7,66.9,82.0,Science (PCM),92.7,B.Sc (Physics),B.Arch,Researcher,Engineer,Yes,65.9,Merit-based,52,22.704564,78.505708,2025.0,Waitlisted,12,2025-10-07 20:53:56,COLL0560
STU202510203,17,Male,10,Andhra Pradesh,CityH,Private,Middle,No,Smartphone,Secondary,Internship,78.4,71.6,62.1,53.9,0.0,Science (PCM),49.8,Integrated M.Sc,B.Sc (Mathematics),Engineer,Researcher,No,54.0,No,82,21.912515,77.109629,,Accepted,4,2025-10-07 20:53:56,COLL0501
STU202510204,19,Female,10,Madhya Pradesh,CityE,Government,Lower-Middle,No,Smartphone,Secondary,Arts,88.1,77.2,63.4,53.4,59.8,Science (PCM),88.2,Integrated M.Sc,B.Sc (Physics),Architect,Data Scientist,No,81.3,Merit-based,54,20.706671,76.146604,,Applied,5,2025-10-07 20:53:56,COLL0110
STU202510205,16,Male,10,Rajasthan,CityD,Government,Low,Yes,Computer,Secondary,Sports,79.0,82.5,59.1,40.4,27.8,Science (PCM),58.2,B.Sc (Mathematics),B.Tech/BE - Engineering,Data Scientist,Architect,Yes,56.5,No,46,21.222533,77.078512,,Waitlisted,0,2025-10-07 20:53:56,COLL0397
STU202510206,16,Other,12,Madhya Pradesh,CityH,Private,Lower-Middle,Yes,Computer,Secondary,Arts,40.4,34.2,63.8,51.8,50.6,Commerce,45.5,CA Foundation,BMS,Business Analyst,Accountant,Yes,49.9,No,59,20.488526,76.176538,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0960
STU202510207,20,Female,10,Haryana,CityI,Government,Lower-Middle,Yes,Smartphone,Secondary,Sports,53.8,56.0,47.3,48.3,76.6,Mixed,63.3,Integrated programs,Diploma,Counselor,Junior Technician,No,67.9,Need-based,59,22.978658,78.227701,,Applied,8,2025-10-07 20:53:56,COLL0096
STU202510208,20,Male,12,Odisha,CityH,Government,Lower-Middle,Yes,Computer,Secondary,Sports,76.9,79.2,53.3,46.7,21.4,Science (PCM),70.0,B.Arch,Integrated M.Sc,Engineer,Architect,Yes,66.9,Need-based,45,21.689583,77.572113,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0593
STU202510209,18,Male,10,Uttar Pradesh,CityD,Private,Lower-Middle,No,Smartphone,Primary,Sports,57.0,66.9,72.0,76.0,63.3,Commerce,41.1,BBA,B.Com (Hons),Business Analyst,Accountant,Yes,47.9,No,77,19.542089,74.921187,,Applied,12,2025-10-07 20:53:56,COLL0055
STU202510210,19,Male,10,Rajasthan,CityH,Government,Lower-Middle,Yes,Smartphone,Secondary,Sports,44.2,48.6,55.3,66.1,100.0,Vocational,65.1,Diploma (Automobile),Certificate (Retail),Hospitality Manager,Skilled Tradesperson,Yes,38.7,Need-based,50,21.637409,76.606965,,Not Applied,9,2025-10-07 20:53:56,COLL0708
STU202510211,20,Female,12,Madhya Pradesh,CityG,Private,Lower-Middle,Intermittent,Smartphone,Graduate,Volunteering,35.4,35.3,48.6,22.0,94.0,Vocational,29.8,ITI - Electrician,Diploma (Automobile),Hospitality Manager,Technician,Yes,40.3,No,81,20.731734,76.176124,,Not Applied,2,2025-10-07 20:53:56,COLL0211
STU202510212,19,Female,12,Gujarat,CityD,Government,Lower-Middle,Yes,Smartphone,Primary,Sports,58.4,61.4,17.6,25.6,22.1,Commerce,61.5,B.Com (Hons),CA Foundation,Accountant,Entrepreneur,No,68.5,Need-based,48,21.020708,76.919424,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0203
STU202510213,15,Male,10,Andhra Pradesh,CityH,Private,Middle,Yes,None,No formal education,Debate,43.7,39.5,56.3,57.6,67.1,Humanities,50.8,BA (Sociology),B.A. (Psychology),Journalist,Teacher,No,48.0,No,61,21.640053,77.135229,,Not Applied,8,2025-10-07 20:53:56,COLL0712
STU202510214,20,Male,12,Odisha,CityH,Government,Lower-Middle,No,Smartphone,No formal education,Arts,71.9,42.8,35.3,29.9,82.2,Science (PCM),68.9,B.Arch,B.Sc (Physics),Architect,Engineer,Yes,54.3,Need-based,54,22.228003,77.661309,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0636
STU202510215,16,Female,10,Gujarat,CityJ,Private,Low,Yes,Smartphone,Graduate,Volunteering,63.9,68.5,45.3,29.6,35.7,Science (PCB),73.8,B.Sc (Biology),B.Sc (Microbiology),Doctor,Clinical Researcher,No,59.8,Need-based,53,20.785351,76.987138,,Applied,2,2025-10-07 20:53:56,COLL0909
STU202510216,19,Female,10,Tamil Nadu,CityB,Government,Low,Yes,Shared Phone/Tablet,Graduate,Sports,69.8,89.0,60.2,42.1,26.6,Commerce,70.5,B.Com,BMS,Accountant,Banker,No,82.9,Need-based,55,21.12073,76.753391,,Accepted,1,2025-10-07 20:53:56,COLL0951
STU202510217,15,Female,12,Tamil Nadu,CityI,Private,Low,No,Smartphone,Secondary,Internship,14.5,5.0,31.3,45.3,29.2,Vocational,68.9,Diploma (Automobile),ITI - Electrician,Retail Supervisor,Hospitality Manager,Yes,46.3,Need-based,59,21.361548,76.048553,2025.0,Not Applied,10,2025-10-07 20:53:56,COLL0555
STU202510218,20,Male,12,Punjab,CityE,Private,Middle,Yes,Smartphone,Professional,Sports,58.1,47.6,41.3,25.9,37.5,Humanities,51.5,BA (Sociology),BJMC - Journalism,Social Worker,Journalist,No,48.0,No,47,23.28983,78.407397,2025.0,Accepted,12,2025-10-07 20:53:56,COLL0146
STU202510219,20,Male,12,Andhra Pradesh,CityF,Government,Middle,Intermittent,Smartphone,Graduate,Debate,57.0,47.6,63.2,51.5,80.3,Commerce,66.4,BMS,BBA,Accountant,Business Analyst,Yes,78.6,No,47,21.603715,77.309101,2025.0,Not Applied,12,2025-10-07 20:53:56,COLL0540
STU202510220,19,Male,12,Kerala,CityJ,Private,Middle,Yes,Smartphone,Secondary,None,50.3,70.4,48.3,27.9,68.9,Science (PCM),81.5,B.Arch,B.Tech/BE - Engineering,Researcher,Engineer,No,65.1,No,57,22.251448,78.421843,2025.0,Not Applied,8,2025-10-07 20:53:56,COLL0904
STU202510221,19,Female,12,Andhra Pradesh,CityE,Government,Middle,Yes,Smartphone,Primary,Arts,44.3,45.6,40.0,30.1,46.4,Vocational,66.5,Diploma (Hospitality),Diploma (Automobile),Retail Supervisor,Technician,Yes,40.7,Need-based,43,21.736886,77.028786,2025.0,Applied,3,2025-10-07 20:53:56,COLL0226
STU202510222,18,Male,12,Andhra Pradesh,CityE,Private,Low,Yes,Smartphone,Postgraduate,Internship,56.4,69.2,51.4,37.8,74.3,Mixed,94.7,Integrated programs,Diploma,Junior Technician,Administrative Staff,Yes,64.8,Merit-based,45,22.134483,77.31493,2025.0,Waitlisted,1,2025-10-07 20:53:56,COLL0402
STU202510223,19,Female,12,West Bengal,CityF,Government,Lower-Middle,Yes,Smartphone,Professional,None,66.2,63.4,80.1,85.6,36.3,Commerce,85.7,B.Com (Hons),CA Foundation,Accountant,Business Analyst,No,76.7,Merit-based,56,20.150609,75.55226,2025.0,Not Applied,9,2025-10-07 20:53:56,COLL0487
STU202510224,16,Female,10,Odisha,CityA,Private,High,Yes,Smartphone,Secondary,Coding Club,59.9,66.6,30.9,42.4,75.0,Science (PCM),37.3,B.Arch,B.Sc (Mathematics),Engineer,Researcher,Yes,54.5,No,88,21.894196,77.511841,,Applied,12,2025-10-07 20:53:56,COLL0966
STU202510225,15,Female,10,Odisha,CityF,Private,Middle,No,Shared Phone/Tablet,No formal education,Debate,73.2,69.8,36.5,44.9,7.5,Science (PCM),64.8,B.Tech/BE - Engineering,Integrated M.Sc,Architect,Researcher,Yes,71.1,No,59,21.851055,77.267555,,Not Applied,5,2025-10-07 20:53:56,COLL0668
STU202510226,16,Male,12,Uttar Pradesh,CityD,Private,Middle,Yes,Smartphone,Postgraduate,Coding Club,42.5,30.2,61.7,79.4,73.3,Humanities,81.4,BA (Sociology),BA (Political Science),Teacher,Social Worker,Yes,73.1,No,41,19.936363,74.873505,2025.0,Waitlisted,4,2025-10-07 20:53:56,COLL0705
STU202510227,20,Male,12,Chhattisgarh,CityF,Government,Upper-Middle,No,None,No formal education,Coding Club,38.3,36.8,50.7,65.9,45.9,Science (PCM),69.1,B.Arch,B.Sc (Physics),Architect,Data Scientist,No,62.8,Need-based,70,23.753628,79.092277,2025.0,Waitlisted,2,2025-10-07 20:53:56,COLL0505
STU202510228,18,Female,10,Bihar,CityJ,Private,Lower-Middle,No,None,Postgraduate,Sports,74.5,76.5,68.1,75.6,51.1,Science (PCM),49.7,Integrated M.Sc,B.Sc (Mathematics),Engineer,Architect,No,54.2,No,86,20.220549,75.429239,,Not Applied,11,2025-10-07 20:53:56,COLL0147
STU202510229,17,Female,10,Karnataka,CityG,Government,Lower-Middle,No,None,Secondary,Coding Club,37.3,48.2,24.3,9.8,50.5,Mixed,88.7,Foundation Courses,Polytechnic,Administrative Staff,Junior Technician,Yes,75.0,Merit-based,73,21.205366,77.117083,,Not Applied,10,2025-10-07 20:53:56,COLL0102
STU202510230,16,Male,10,Punjab,CityC,Private,Lower-Middle,Yes,Computer,Postgraduate,Arts,58.4,47.5,49.8,36.5,13.4,Science (PCB),90.0,MBBS/MBBS (NEET track),B.Sc Nursing,Biotechnologist,Clinical Researcher,No,70.8,Merit-based,51,23.076519,78.84608,,Not Applied,9,2025-10-07 20:53:56,COLL0465
STU202510231,16,Male,12,Maharashtra,CityG,Government,Low,Yes,None,Graduate,Volunteering,59.3,50.8,62.9,98.0,73.0,Science (PCB),69.4,B.Sc (Microbiology),B.Sc Nursing,Pharmacist,Doctor,Yes,82.7,Need-based,57,19.874797,75.319175,2025.0,Not Applied,4,2025-10-07 20:53:56,COLL0545
STU202510232,19,Male,10,Tamil Nadu,CityJ,Private,Lower-Middle,No,Shared Phone/Tablet,Secondary,None,85.0,100.0,46.5,33.5,26.8,Science (PCM),54.2,B.Sc (Mathematics),B.Sc (Physics),Researcher,Architect,Yes,79.4,No,75,21.064952,76.001994,,Waitlisted,6,2025-10-07 20:53:56,COLL0825
STU202510233,20,Female,12,Andhra Pradesh,CityG,Private,Lower-Middle,Yes,Shared Phone/Tablet,Professional,Coding Club,59.5,44.6,60.5,65.0,63.8,Commerce,62.1,BMS,CA Foundation,Entrepreneur,Accountant,Yes,56.3,Need-based,54,21.805927,77.310209,2025.0,Applied,7,2025-10-07 20:53:56,COLL0540
STU202510234,20,Male,12,Madhya Pradesh,CityG,Private,Low,Yes,Smartphone,Secondary,Internship,52.4,72.4,73.4,77.5,67.1,Commerce,91.7,B.Com,B.Com (Hons),Accountant,Entrepreneur,Yes,77.8,Merit-based,39,20.897858,76.086086,2025.0,Not Applied,10,2025-10-07 20:53:56,COLL0850
STU202510235,18,Male,10,Tamil Nadu,CityF,Private,Low,Yes,Smartphone,Secondary,None,29.4,34.1,78.6,68.9,39.4,Humanities,47.0,B.A. (Psychology),BA (Political Science),Journalist,Civil Services,Yes,56.5,No,79,20.575682,76.617277,,Applied,12,2025-10-07 20:53:56,COLL0583
STU202510236,19,Male,12,Punjab,CityC,Government,Middle,Yes,Smartphone,Graduate,Volunteering,39.0,36.6,39.5,35.1,31.7,Mixed,63.8,Integrated programs,Polytechnic,Junior Technician,Administrative Staff,Yes,50.0,No,59,23.266681,78.381275,2025.0,Accepted,2,2025-10-07 20:53:56,COLL0706
STU202510237,18,Female,10,Kerala,CityA,Government,Upper-Middle,No,Computer,Graduate,Arts,36.4,11.1,63.4,56.5,0.0,Humanities,66.3,B.A. (Psychology),BA (Sociology),Social Worker,Teacher,Yes,66.8,No,63,22.428328,78.485343,,Not Applied,3,2025-10-07 20:53:56,COLL0375
STU202510238,18,Male,10,Madhya Pradesh,CityA,Private,Low,Yes,Smartphone,Secondary,Internship,35.3,31.9,69.0,73.1,64.8,Humanities,33.6,BA (Political Science),BA (Sociology),Social Worker,Journalist,No,52.7,No,69,20.69685,75.685898,,Applied,8,2025-10-07 20:53:56,COLL0377
STU202510239,16,Male,10,Odisha,CityI,Government,Low,No,Smartphone,Secondary,Arts,58.4,47.0,50.9,39.7,79.5,Science (PCM),84.1,B.Sc (Mathematics),B.Sc (Physics),Engineer,Researcher,No,81.1,Need-based,64,22.556145,77.926587,,Waitlisted,2,2025-10-07 20:53:56,COLL0593
STU202510240,20,Male,10,Punjab,CityF,Government,Low,Yes,Smartphone,Secondary,None,48.4,52.4,57.4,65.9,44.4,Science (PCB),81.8,B.Sc (Biology),B.Sc Nursing,Clinical Researcher,Pharmacist,Yes,65.9,Need-based,61,23.373463,78.83113,,Applied,5,2025-10-07 20:53:56,COLL0910
STU202510241,15,Female,10,Bihar,CityG,Private,Low,Yes,Smartphone,No formal education,Sports,23.6,30.2,79.6,55.5,64.2,Humanities,51.3,B.A. (Psychology),BA (Sociology),Civil Services,Teacher,Yes,64.9,No,45,20.574271,75.604205,,Not Applied,4,2025-10-07 20:53:56,COLL0269
STU202510242,15,Male,10,Tamil Nadu,CityG,Government,Lower-Middle,Yes,Shared Phone/Tablet,Primary,Internship,55.9,78.0,70.4,80.3,65.2,Science (PCB),65.8,B.Sc (Biology),MBBS/MBBS (NEET track),Clinical Researcher,Doctor,No,65.7,Need-based,51,20.469562,76.378647,,Applied,3,2025-10-07 20:53:56,COLL0085
STU202510243,16,Male,10,Delhi,CityH,Government,Lower-Middle,Yes,Smartphone,Primary,Arts,18.6,23.9,46.0,24.2,62.8,Vocational,75.4,ITI - Electrician,Diploma (Automobile),Hospitality Manager,Technician,No,45.9,Need-based,53,23.831993,79.447874,,Not Applied,6,2025-10-07 20:53:56,COLL0021
STU202510244,20,Male,10,Haryana,CityA,Government,Lower-Middle,Yes,Smartphone,Postgraduate,None,39.8,15.9,66.4,77.2,32.6,Humanities,76.1,BA (Political Science),BJMC - Journalism,Social Worker,Teacher,No,57.6,Need-based,47,23.03095,79.106429,,Not Applied,4,2025-10-07 20:53:56,COLL0538
STU202510245,18,Female,10,Tamil Nadu,CityC,Private,Middle,Yes,Shared Phone/Tablet,Primary,Debate,55.8,46.8,35.7,42.4,38.3,Mixed,32.8,Foundation Courses,Polytechnic,Counselor,Junior Technician,Yes,43.6,No,82,21.390036,75.989768,,Accepted,2,2025-10-07 20:53:56,COLL0287
